dt,power_mw,GHI,Clearsky GHI,DHI,DNI,Temperature,Relative Humidity,Solar Zenith Angle,Cloud Type,Wind Speed,da_power_mw,ha4_power_mw,hour,month,is_daytime,clearsky_ratio
2006-01-01 00:00:00,0.0,0,0,0,0,2.0,85.07000000000001,166.32,0,1.4,0.0,0.0,0,1,0,0.0
2006-01-01 00:30:00,0.0,0,0,0,0,1.8,86.3,164.85,0,1.5,0.0,0.0,0,1,0,0.0
2006-01-01 01:00:00,0.0,0,0,0,0,1.5,77.26,161.15,1,1.5,0.0,0.0,1,1,0,0.0
2006-01-01 01:30:00,0.0,0,0,0,0,1.6,76.71000000000001,156.25,0,1.5,0.0,0.0,1,1,0,0.0
2006-01-01 02:00:00,0.0,0,0,0,0,1.6,65.78,150.76,1,1.4,0.0,0.0,2,1,0,0.0
2006-01-01 02:30:00,0.0,0,0,0,0,1.7000000000000002,65.32000000000001,144.98,8,1.4,0.0,0.0,2,1,0,0.0
2006-01-01 03:00:00,0.0,0,0,0,0,1.8,57.18,139.05,7,1.3,0.0,0.0,3,1,0,0.0
2006-01-01 03:30:00,0.0,0,0,0,0,1.7000000000000002,57.59,133.05,7,1.3,0.0,0.0,3,1,0,0.0
2006-01-01 04:00:00,0.0,0,0,0,0,1.7000000000000002,53.82,127.04,7,1.3,0.0,0.0,4,1,0,0.0
2006-01-01 04:30:00,0.0,0,0,0,0,1.5,54.59,121.05,7,1.4,0.0,0.0,4,1,0,0.0
2006-01-01 05:00:00,0.0,0,0,0,0,1.4,53.52,115.11,7,1.4,0.0,0.0,5,1,0,0.0
2006-01-01 05:30:00,0.0,0,0,0,0,1.3,53.91,109.25,7,1.4,0.0,0.0,5,1,0,0.0
2006-01-01 06:00:00,0.0,0,0,0,0,1.2000000000000002,53.1,103.49,7,1.5,0.0,0.0,6,1,0,0.0
2006-01-01 06:30:00,0.0,0,0,0,0,1.4,52.35,97.87,7,1.5,5.5,5.5,6,1,0,0.0
2006-01-01 07:00:00,0.0,0,0,0,0,1.7000000000000002,53.52,92.42,6,1.6,11.0,11.0,7,1,0,0.0
2006-01-01 07:30:00,0.016666666666666666,12,36,12,0,3.3000000000000003,47.78,86.96000000000001,6,1.6,24.6,24.6,7,1,1,0.3333333333333333
2006-01-01 08:00:00,1.9333333333333333,29,109,29,0,4.9,56.11,82.09,6,1.6,38.2,38.2,8,1,1,0.26605504587155965
2006-01-01 08:30:00,4.833333333333333,70,192,69,4,6.4,50.58,77.45,7,1.7000000000000002,48.8,19.6,8,1,1,0.3645833333333333
2006-01-01 09:00:00,22.3,45,269,45,0,7.800000000000001,48.34,73.17,7,1.8,59.4,1.0,9,1,1,0.16728624535315986
2006-01-01 09:30:00,11.066666666666668,25,341,25,0,8.4,46.37,69.33,6,2.0,66.45,11.6,9,1,1,0.07331378299120235
2006-01-01 10:00:00,1.75,48,402,48,0,9.1,44.77,66.01,6,2.2,73.5,22.2,10,1,1,0.11940298507462686
2006-01-01 10:30:00,11.1,60,452,60,0,9.3,44.12,63.3,6,2.1,66.05,15.7,10,1,1,0.13274336283185842
2006-01-01 11:00:00,1.7,55,488,55,0,9.6,48.63,61.29,6,1.9,58.6,9.2,11,1,1,0.11270491803278689
2006-01-01 11:30:00,0.7000000000000001,86,509,86,1,9.2,49.95,60.05,6,1.7000000000000002,45.8,7.6,11,1,1,0.16895874263261296
2006-01-01 12:00:00,11.983333333333334,109,519,108,1,8.8,59.76,59.63,6,1.5,33.0,6.0,12,1,1,0.21001926782273603
2006-01-01 12:30:00,14.933333333333332,92,510,92,1,8.1,62.65,60.04,6,2.1,17.550000000000004,4.7,12,1,1,0.1803921568627451
2006-01-01 13:00:00,2.6166666666666667,90,489,89,1,7.300000000000001,66.08,61.27,6,2.6,2.1,3.4,13,1,1,0.18404907975460122
2006-01-01 13:30:00,1.1333333333333335,45,451,45,0,7.300000000000001,66.01,63.27,6,2.9000000000000004,1.3,5.35,13,1,1,0.09977827050997783
2006-01-01 14:00:00,3.9499999999999997,45,401,44,0,7.300000000000001,68.79,65.97,6,3.2,0.5,7.3,14,1,1,0.11221945137157108
2006-01-01 14:30:00,3.4333333333333336,43,338,43,0,7.1000000000000005,69.74,69.28,6,2.4000000000000004,0.25,4.05,14,1,1,0.12721893491124261
2006-01-01 15:00:00,0.11666666666666665,14,266,14,0,7.0,77.76,73.12,6,1.7000000000000002,0.0,0.8,15,1,1,0.05263157894736842
2006-01-01 15:30:00,0.0,9,188,9,0,6.5,80.47,77.4,6,1.7000000000000002,0.0,0.4,15,1,1,0.047872340425531915
2006-01-01 16:00:00,0.0,31,104,31,1,6.0,85.09,82.04,6,1.8,0.0,0.0,16,1,1,0.2980769230769231
2006-01-01 16:30:00,0.0,6,34,6,0,5.800000000000001,86.28,86.91,6,2.3000000000000003,0.0,0.0,16,1,1,0.17647058823529413
2006-01-01 17:00:00,0.0,0,0,0,0,5.6000000000000005,85.65,92.36,6,2.8000000000000003,0.0,0.0,17,1,0,0.0
2006-01-01 17:30:00,0.0,0,0,0,0,5.5,86.25,97.81,6,3.0,0.0,0.0,17,1,0,0.0
2006-01-01 18:00:00,0.0,0,0,0,0,5.4,84.7,103.43,9,3.3000000000000003,0.0,0.0,18,1,0,0.0
2006-01-01 18:30:00,0.0,0,0,0,0,5.5,84.11,109.18,6,3.5,0.0,0.0,18,1,0,0.0
2006-01-01 19:00:00,0.0,0,0,0,0,5.5,83.94,115.04,7,3.7,0.0,0.0,19,1,0,0.0
2006-01-01 19:30:00,0.0,0,0,0,0,5.7,82.69,120.98,8,3.9,0.0,0.0,19,1,0,0.0
2006-01-01 20:00:00,0.0,0,0,0,0,5.800000000000001,84.34,126.97,7,4.0,0.0,0.0,20,1,0,0.0
2006-01-01 20:30:00,0.0,0,0,0,0,5.800000000000001,84.34,132.98,6,3.9,0.0,0.0,20,1,0,0.0
2006-01-01 21:00:00,0.0,0,0,0,0,5.800000000000001,86.11,138.97,7,3.8,0.0,0.0,21,1,0,0.0
2006-01-01 21:30:00,0.0,0,0,0,0,5.800000000000001,86.11,144.9,6,3.5,0.0,0.0,21,1,0,0.0
2006-01-01 22:00:00,0.0,0,0,0,0,5.800000000000001,87.66,150.67000000000002,6,3.2,0.0,0.0,22,1,0,0.0
2006-01-01 22:30:00,0.0,0,0,0,0,5.7,88.26,156.16,6,2.9000000000000004,0.0,0.0,22,1,0,0.0
2006-01-01 23:00:00,0.0,0,0,0,0,5.7,89.23,161.06,6,2.6,0.0,0.0,23,1,0,0.0
2006-01-01 23:30:00,0.0,0,0,0,0,5.7,89.14,164.75,6,2.3000000000000003,0.0,0.0,23,1,0,0.0
2006-01-02 00:00:00,0.0,0,0,0,0,5.6000000000000005,90.6,166.23,6,2.0,0.0,0.0,0,1,0,0.0
2006-01-02 00:30:00,0.0,0,0,0,0,5.800000000000001,89.35000000000001,164.81,7,1.5,0.0,0.0,0,1,0,0.0
2006-01-02 01:00:00,0.0,0,0,0,0,5.9,90.86,161.15,6,1.1,0.0,0.0,1,1,0,0.0
2006-01-02 01:30:00,0.0,0,0,0,0,6.0,90.24,156.27,6,1.0,0.0,0.0,1,1,0,0.0
2006-01-02 02:00:00,0.0,0,0,0,0,6.0,89.95,150.8,6,0.9,0.0,0.0,2,1,0,0.0
2006-01-02 02:30:00,0.0,0,0,0,0,5.6000000000000005,92.47,145.02,6,1.0,0.0,0.0,2,1,0,0.0
2006-01-02 03:00:00,0.0,0,0,0,0,5.2,88.96000000000001,139.1,6,1.0,0.0,0.0,3,1,0,0.0
2006-01-02 03:30:00,0.0,0,0,0,0,4.800000000000001,91.46,133.1,6,1.0,0.0,0.0,3,1,0,0.0
2006-01-02 04:00:00,0.0,0,0,0,0,4.4,88.93,127.09,9,1.0,0.0,0.0,4,1,0,0.0
2006-01-02 04:30:00,0.0,0,0,0,0,4.3,89.55,121.1,9,1.0,0.0,0.0,4,1,0,0.0
2006-01-02 05:00:00,0.0,0,0,0,0,4.3,87.88,115.16,6,1.1,0.0,0.0,5,1,0,0.0
2006-01-02 05:30:00,0.0,0,0,0,0,4.2,88.49,109.29,6,1.2000000000000002,0.0,0.0,5,1,0,0.0
2006-01-02 06:00:00,0.0,0,0,0,0,4.2,87.63,103.53,6,1.2000000000000002,0.0,0.0,6,1,0,0.0
2006-01-02 06:30:00,0.0,0,0,0,0,4.2,87.63,97.91,6,1.4,0.0,0.0,6,1,0,0.0
2006-01-02 07:00:00,0.0,0,0,0,0,4.3,87.27,92.45,6,1.5,0.0,0.0,7,1,0,0.0
2006-01-02 07:30:00,0.0,9,32,9,0,4.4,86.66,86.99,6,1.7000000000000002,0.0,0.0,7,1,1,0.28125
2006-01-02 08:00:00,0.39999999999999997,7,103,7,0,4.4,87.57000000000001,82.11,9,1.8,0.0,0.0,8,1,1,0.06796116504854369
2006-01-02 08:30:00,2.6166666666666667,14,184,14,0,4.6000000000000005,86.35000000000001,77.46000000000001,6,2.0,0.1,0.05,8,1,1,0.07608695652173914
2006-01-02 09:00:00,0.6333333333333333,23,262,23,0,4.7,87.60000000000001,73.16,6,2.1,0.2,0.1,9,1,1,0.08778625954198473
2006-01-02 09:30:00,0.6166666666666667,14,336,14,0,4.9,86.29,69.31,6,2.1,0.30000000000000004,1.1,9,1,1,0.041666666666666664
2006-01-02 10:00:00,15.283333333333333,34,396,34,0,5.0,87.45,65.97,6,2.2,0.4,2.1,10,1,1,0.08585858585858586
2006-01-02 10:30:00,12.383333333333333,56,447,56,0,5.1000000000000005,86.85000000000001,63.25,4,2.2,0.45,5.1,10,1,1,0.12527964205816555
2006-01-02 11:00:00,1.383333333333333,75,487,75,0,5.300000000000001,87.15,61.23,4,2.2,0.5,8.1,11,1,1,0.1540041067761807
2006-01-02 11:30:00,4.316666666666666,21,510,21,0,5.300000000000001,87.06,59.98,4,2.3000000000000003,0.45,10.149999999999999,11,1,1,0.041176470588235294
2006-01-02 12:00:00,4.216666666666667,173,522,173,1,5.300000000000001,87.07000000000001,59.54,4,2.4000000000000004,0.4,12.2,12,1,1,0.3314176245210728
2006-01-02 12:30:00,1.55,11,515,11,0,5.2,87.67,59.94,8,2.4000000000000004,0.30000000000000004,7.8,12,1,1,0.021359223300970873
2006-01-02 13:00:00,14.9,114,472,114,0,5.1000000000000005,86.81,61.16,4,2.5,0.2,3.4,13,1,1,0.24152542372881355
2006-01-02 13:30:00,10.366666666666667,18,436,18,0,4.9,88.02,63.15,4,2.4000000000000004,0.1,5.0,13,1,1,0.04128440366972477
2006-01-02 14:00:00,0.2833333333333333,8,389,8,0,4.800000000000001,87.38,65.84,6,2.3000000000000003,0.0,6.6,14,1,1,0.02056555269922879
2006-01-02 14:30:00,0.05000000000000001,45,327,45,0,4.7,87.99,69.15,6,2.2,0.0,4.1,14,1,1,0.13761467889908258
2006-01-02 15:00:00,3.216666666666667,49,262,49,0,4.6000000000000005,88.22,72.99,9,2.2,0.0,1.6,15,1,1,0.18702290076335878
2006-01-02 15:30:00,6.266666666666667,11,183,11,0,4.5,88.93,77.26,6,2.2,0.0,0.8,15,1,1,0.060109289617486336
2006-01-02 16:00:00,0.0,18,105,18,0,4.3,88.67,81.9,6,2.1,0.0,0.0,16,1,1,0.17142857142857143
2006-01-02 16:30:00,0.0,8,34,8,0,4.1000000000000005,90.02,86.77,6,2.0,0.0,0.0,16,1,1,0.23529411764705882
2006-01-02 17:00:00,0.0,0,0,0,0,3.9,88.94,92.22,8,1.9,0.0,0.0,17,1,0,0.0
2006-01-02 17:30:00,0.0,0,0,0,0,3.8,89.67,97.67,7,1.8,0.0,0.0,17,1,0,0.0
2006-01-02 18:00:00,0.0,0,0,0,0,3.7,89.12,103.29,7,1.7000000000000002,0.0,0.0,18,1,0,0.0
2006-01-02 18:30:00,0.0,0,0,0,0,3.7,89.21000000000001,109.04,7,1.6,0.0,0.0,18,1,0,0.0
2006-01-02 19:00:00,0.0,0,0,0,0,3.6,89.23,114.9,7,1.6,0.0,0.0,19,1,0,0.0
2006-01-02 19:30:00,0.0,0,0,0,0,3.6,89.33,120.84,7,1.5,0.0,0.0,19,1,0,0.0
2006-01-02 20:00:00,0.0,0,0,0,0,3.6,89.33,126.83,6,1.4,0.0,0.0,20,1,0,0.0
2006-01-02 20:30:00,0.0,0,0,0,0,3.7,88.8,132.84,7,1.3,0.0,0.0,20,1,0,0.0
2006-01-02 21:00:00,0.0,0,0,0,0,3.8,89.15,138.83,6,1.3,0.0,0.0,21,1,0,0.0
2006-01-02 21:30:00,0.0,0,0,0,0,3.9,88.53,144.76,6,1.2000000000000002,0.0,0.0,21,1,0,0.0
2006-01-02 22:00:00,0.0,0,0,0,0,3.9,89.36,150.53,7,1.2000000000000002,0.0,0.0,22,1,0,0.0
2006-01-02 22:30:00,0.0,0,0,0,0,4.0,88.83,156.02,7,1.1,0.0,0.0,22,1,0,0.0
2006-01-02 23:00:00,0.0,0,0,0,0,4.1000000000000005,88.88,160.92000000000002,4,1.0,0.0,0.0,23,1,0,0.0
2006-01-02 23:30:00,0.0,0,0,0,0,4.1000000000000005,88.98,164.62,4,0.9,0.0,0.0,23,1,0,0.0
2006-01-03 00:00:00,0.0,0,0,0,0,4.2,88.9,166.13,4,0.7000000000000001,0.0,0.0,0,1,0,0.0
2006-01-03 00:30:00,0.0,0,0,0,0,4.2,88.9,164.77,1,0.6000000000000001,0.0,0.0,0,1,0,0.0
2006-01-03 01:00:00,0.0,0,0,0,0,4.1000000000000005,89.45,161.15,1,0.6000000000000001,0.0,0.0,1,1,0,0.0
2006-01-03 01:30:00,0.0,0,0,0,0,3.8,91.35,156.29,1,0.7000000000000001,0.0,0.0,1,1,0,0.0
2006-01-03 02:00:00,0.0,0,0,0,0,3.5,89.58,150.83,1,0.8,0.0,0.0,2,1,0,0.0
2006-01-03 02:30:00,0.0,0,0,0,0,3.1,92.25,145.06,1,0.8,0.0,0.0,2,1,0,0.0
2006-01-03 03:00:00,0.0,0,0,0,0,2.8000000000000003,89.75,139.14,0,0.8,0.0,0.0,3,1,0,0.0
2006-01-03 03:30:00,0.0,0,0,0,0,2.6,91.03,133.15,0,0.9,0.0,0.0,3,1,0,0.0
2006-01-03 04:00:00,0.0,0,0,0,0,2.4000000000000004,88.75,127.14,0,1.0,0.0,0.0,4,1,0,0.0
2006-01-03 04:30:00,0.0,0,0,0,0,2.4000000000000004,88.75,121.14,0,1.0,0.0,0.0,4,1,0,0.0
2006-01-03 05:00:00,0.0,0,0,0,0,2.4000000000000004,84.74,115.2,0,1.0,0.0,0.0,5,1,0,0.0
2006-01-03 05:30:00,0.0,0,0,0,0,2.2,85.95,109.33,0,0.9,0.0,0.0,5,1,0,0.0
2006-01-03 06:00:00,0.0,0,0,0,0,1.9,77.53,103.57,0,0.8,0.0,0.0,6,1,0,0.0
2006-01-03 06:30:00,0.0,0,0,0,0,1.7000000000000002,78.64,97.94,0,0.9,6.5,6.5,6,1,0,0.0
2006-01-03 07:00:00,0.0,0,0,0,0,1.4,70.04,92.47,4,1.0,13.0,13.0,7,1,0,0.0
2006-01-03 07:30:00,5.716666666666666,34,34,22,219,2.1,66.7,86.99,1,0.9,25.7,25.7,7,1,1,1.0
2006-01-03 08:00:00,28.583333333333332,108,108,43,470,2.7,71.48,82.11,0,0.9,38.4,38.4,8,1,1,1.0
2006-01-03 08:30:00,44.51666666666667,190,190,57,612,3.9,65.75,77.45,0,0.8,49.55,49.099999999999994,8,1,1,1.0
2006-01-03 09:00:00,55.166666666666664,271,271,70,695,5.0,69.72,73.15,0,0.6000000000000001,60.7,59.8,9,1,1,1.0
2006-01-03 09:30:00,61.199999999999996,269,346,185,237,5.4,67.88,69.28,7,0.7000000000000001,67.1,67.19999999999999,9,1,1,0.7774566473988439
2006-01-03 10:00:00,64.23333333333333,406,406,88,780,5.800000000000001,69.85000000000001,65.93,1,0.8,73.5,74.6,10,1,1,1.0
2006-01-03 10:30:00,64.21666666666667,334,458,235,220,5.9,69.37,63.2,7,1.0,74.7,73.35,10,1,1,0.7292576419213974
2006-01-03 11:00:00,71.13333333333334,327,497,264,130,5.9,70.96000000000001,61.16,7,1.2000000000000002,75.9,72.1,11,1,1,0.6579476861167002
2006-01-03 11:30:00,54.11666666666667,139,521,137,3,6.0,70.4,59.89,7,1.2000000000000002,76.35,70.75,11,1,1,0.2667946257197697
2006-01-03 12:00:00,35.6,323,530,252,140,6.1000000000000005,69.7,59.44,8,1.3,76.8,69.4,12,1,1,0.6094339622641509
2006-01-03 12:30:00,15.583333333333334,255,522,226,57,6.6000000000000005,67.27,59.83,8,1.3,72.69999999999999,57.1,12,1,1,0.4885057471264368
2006-01-03 13:00:00,27.900000000000002,172,500,171,1,7.1000000000000005,62.16,61.04,4,1.3,68.6,44.8,13,1,1,0.344
2006-01-03 13:30:00,15.200000000000001,248,463,211,82,7.5,60.49,63.02,7,1.1,57.05,30.4,13,1,1,0.5356371490280778
2006-01-03 14:00:00,6.3,228,416,205,55,7.800000000000001,60.03,65.71000000000001,6,0.9,45.5,16.0,14,1,1,0.5480769230769231
2006-01-03 14:30:00,4.45,144,352,139,13,7.5,61.27,69.01,6,0.6000000000000001,22.9,10.15,14,1,1,0.4090909090909091
2006-01-03 15:00:00,9.833333333333334,84,278,83,4,7.2,64.36,72.84,6,0.3,0.3,4.3,15,1,1,0.302158273381295
2006-01-03 15:30:00,0.35000000000000003,64,196,63,3,6.4,67.99,77.12,6,0.4,0.15,2.15,15,1,1,0.32653061224489793
2006-01-03 16:00:00,0.08333333333333333,43,113,43,2,5.6000000000000005,61.89,81.75,6,0.6000000000000001,0.0,0.0,16,1,1,0.3805309734513274
2006-01-03 16:30:00,0.0,14,38,14,0,4.9,64.97,86.63,6,0.8,0.0,0.0,16,1,1,0.3684210526315789
2006-01-03 17:00:00,0.0,0,0,0,0,4.2,56.01,92.08,7,1.0,0.0,0.0,17,1,0,0.0
2006-01-03 17:30:00,0.0,0,0,0,0,3.8,57.67,97.52,7,1.0,0.0,0.0,17,1,0,0.0
2006-01-03 18:00:00,0.0,0,0,0,0,3.4000000000000004,53.92,103.14,7,1.1,0.0,0.0,18,1,0,0.0
2006-01-03 18:30:00,0.0,0,0,0,0,3.3000000000000003,54.3,108.9,7,1.1,0.0,0.0,18,1,0,0.0
2006-01-03 19:00:00,0.0,0,0,0,0,3.2,52.51,114.76,7,1.1,0.0,0.0,19,1,0,0.0
2006-01-03 19:30:00,0.0,0,0,0,0,3.3000000000000003,52.14,120.7,1,1.1,0.0,0.0,19,1,0,0.0
2006-01-03 20:00:00,0.0,0,0,0,0,3.4000000000000004,51.54,126.69,7,1.1,0.0,0.0,20,1,0,0.0
2006-01-03 20:30:00,0.0,0,0,0,0,3.5,51.18,132.7,7,1.1,0.0,0.0,20,1,0,0.0
2006-01-03 21:00:00,0.0,0,0,0,0,3.6,52.21,138.69,0,1.1,0.0,0.0,21,1,0,0.0
2006-01-03 21:30:00,0.0,0,0,0,0,3.9,51.120000000000005,144.61,0,1.1,0.0,0.0,21,1,0,0.0
2006-01-03 22:00:00,0.0,0,0,0,0,4.2,51.28,150.39,0,1.0,0.0,0.0,22,1,0,0.0
2006-01-03 22:30:00,0.0,0,0,0,0,4.3,50.92,155.87,0,1.0,0.0,0.0,22,1,0,0.0
2006-01-03 23:00:00,0.0,0,0,0,0,4.4,52.29,160.77,0,1.0,0.0,0.0,23,1,0,0.0
2006-01-03 23:30:00,0.0,0,0,0,0,4.3,52.65,164.49,0,1.0,0.0,0.0,23,1,0,0.0
2006-01-04 00:00:00,0.0,0,0,0,0,4.2,56.63,166.03,4,1.1,0.0,0.0,0,1,0,0.0
2006-01-04 00:30:00,0.0,0,0,0,0,4.2,56.63,164.72,7,1.1,0.0,0.0,0,1,0,0.0
2006-01-04 01:00:00,0.0,0,0,0,0,4.3,60.35,161.14,7,1.1,0.0,0.0,1,1,0,0.0
2006-01-04 01:30:00,0.0,0,0,0,0,4.5,59.52,156.31,7,1.1,0.0,0.0,1,1,0,0.0
2006-01-04 02:00:00,0.0,0,0,0,0,4.800000000000001,61.85,150.86,4,1.1,0.0,0.0,2,1,0,0.0
2006-01-04 02:30:00,0.0,0,0,0,0,5.1000000000000005,60.57,145.1,7,1.1,0.0,0.0,2,1,0,0.0
2006-01-04 03:00:00,0.0,0,0,0,0,5.5,59.5,139.18,4,1.0,0.0,0.0,3,1,0,0.0
2006-01-04 03:30:00,0.0,0,0,0,0,5.7,58.68,133.19,8,1.0,0.0,0.0,3,1,0,0.0
2006-01-04 04:00:00,0.0,0,0,0,0,5.9,57.08,127.18,7,1.0,0.0,0.0,4,1,0,0.0
2006-01-04 04:30:00,0.0,0,0,0,0,6.0,56.69,121.18,0,1.0,0.0,0.0,4,1,0,0.0
2006-01-04 05:00:00,0.0,0,0,0,0,6.0,56.370000000000005,115.24,0,1.0,0.0,0.0,5,1,0,0.0
2006-01-04 05:30:00,0.0,0,0,0,0,6.0,56.370000000000005,109.36,1,1.0,0.0,0.0,5,1,0,0.0
2006-01-04 06:00:00,0.0,0,0,0,0,5.9,56.56,103.59,0,1.0,0.0,0.0,6,1,0,0.0
2006-01-04 06:30:00,0.0,0,0,0,0,5.9,56.56,97.96,0,1.0,4.85,4.85,6,1,0,0.0
2006-01-04 07:00:00,0.0,0,0,0,0,5.9,58.51,92.49,0,1.1,9.7,9.7,7,1,0,0.0
2006-01-04 07:30:00,2.9,19,33,19,0,6.6000000000000005,55.75,87.01,4,0.9,23.1,23.1,7,1,1,0.5757575757575758
2006-01-04 08:00:00,23.916666666666668,83,106,73,67,7.4,65.83,82.11,8,0.8,36.5,36.5,8,1,1,0.7830188679245284
2006-01-04 08:30:00,39.300000000000004,150,188,110,183,8.3,61.99,77.44,8,0.7000000000000001,48.75,48.35,8,1,1,0.7978723404255319
2006-01-04 09:00:00,30.916666666666668,196,268,152,153,9.2,70.17,73.13,7,0.7000000000000001,61.0,60.2,9,1,1,0.7313432835820896
2006-01-04 09:30:00,35.68333333333333,224,342,186,109,9.9,66.96000000000001,69.25,7,0.7000000000000001,67.25,61.05,9,1,1,0.6549707602339181
2006-01-04 10:00:00,30.066666666666666,280,405,214,163,10.7,64.03,65.89,7,0.7000000000000001,73.5,61.9,10,1,1,0.691358024691358
2006-01-04 10:30:00,36.9,368,457,184,408,11.1,62.36,63.14,7,0.6000000000000001,76.1,51.2,10,1,1,0.8052516411378556
2006-01-04 11:00:00,42.93333333333334,273,495,241,66,11.6,60.64,61.09,6,0.6000000000000001,78.7,40.5,11,1,1,0.5515151515151515
2006-01-04 11:30:00,47.71666666666667,390,518,248,282,12.0,59.0,59.8,7,0.6000000000000001,77.80000000000001,40.8,11,1,1,0.752895752895753
2006-01-04 12:00:00,35.56666666666667,384,527,261,241,12.5,57.48,59.34,7,0.6000000000000001,76.9,41.1,12,1,1,0.7286527514231499
2006-01-04 12:30:00,70.58333333333333,341,521,267,148,12.8,56.36,59.71,6,0.6000000000000001,72.6,39.05,12,1,1,0.654510556621881
2006-01-04 13:00:00,54.26666666666667,388,495,221,343,13.2,56.68,60.91,7,0.6000000000000001,68.3,37.0,13,1,1,0.7838383838383839
2006-01-04 13:30:00,63.949999999999996,356,459,205,333,13.1,57.05,62.89,8,0.5,59.45,40.8,13,1,1,0.775599128540305
2006-01-04 14:00:00,51.61666666666667,291,407,248,104,13.1,59.86,65.57000000000001,4,0.4,50.6,44.6,14,1,1,0.714987714987715
2006-01-04 14:30:00,46.71666666666667,266,345,181,235,12.4,62.66,68.87,8,0.4,35.45,31.6,14,1,1,0.7710144927536232
2006-01-04 15:00:00,30.333333333333332,202,271,152,170,11.7,67.8,72.7,7,0.4,20.3,18.6,15,1,1,0.7453874538745388
2006-01-04 15:30:00,14.966666666666667,159,191,115,193,10.6,72.99,76.97,8,0.5,10.15,9.3,15,1,1,0.8324607329842932
2006-01-04 16:00:00,7.083333333333333,87,111,80,49,9.5,69.22,81.61,7,0.6000000000000001,0.0,0.0,16,1,1,0.7837837837837838
2006-01-04 16:30:00,0.0,38,38,23,238,8.5,74.04,86.49,1,0.7000000000000001,0.0,0.0,16,1,1,1.0
2006-01-04 17:00:00,0.0,0,0,0,0,7.5,72.26,91.93,0,0.8,0.0,0.0,17,1,0,0.0
2006-01-04 17:30:00,0.0,0,0,0,0,7.0,74.77,97.38,0,0.8,0.0,0.0,17,1,0,0.0
2006-01-04 18:00:00,0.0,0,0,0,0,6.5,73.64,103.0,0,0.9,0.0,0.0,18,1,0,0.0
2006-01-04 18:30:00,0.0,0,0,0,0,6.4,74.15,108.75,0,1.0,0.0,0.0,18,1,0,0.0
2006-01-04 19:00:00,0.0,0,0,0,0,6.300000000000001,72.11,114.61,8,1.0,0.0,0.0,19,1,0,0.0
2006-01-04 19:30:00,0.0,0,0,0,0,6.4,71.54,120.55,0,1.1,0.0,0.0,19,1,0,0.0
2006-01-04 20:00:00,0.0,0,0,0,0,6.5,68.04,126.54,7,1.1,0.0,0.0,20,1,0,0.0
2006-01-04 20:30:00,0.0,0,0,0,0,6.4,68.51,132.55,0,1.1,0.0,0.0,20,1,0,0.0
2006-01-04 21:00:00,0.0,0,0,0,0,6.4,66.11,138.54,7,1.1,0.0,0.0,21,1,0,0.0
2006-01-04 21:30:00,0.0,0,0,0,0,6.300000000000001,66.57000000000001,144.47,7,1.1,0.0,0.0,21,1,0,0.0
2006-01-04 22:00:00,0.0,0,0,0,0,6.2,65.31,150.24,7,1.1,0.0,0.0,22,1,0,0.0
2006-01-04 22:30:00,0.0,0,0,0,0,6.300000000000001,64.86,155.72,8,1.1,0.0,0.0,22,1,0,0.0
2006-01-04 23:00:00,0.0,0,0,0,0,6.4,62.42,160.62,8,1.1,0.0,0.0,23,1,0,0.0
2006-01-04 23:30:00,0.0,0,0,0,0,6.7,61.21,164.35,7,1.1,0.0,0.0,23,1,0,0.0
2006-01-05 00:00:00,0.0,0,0,0,0,6.9,57.58,165.92000000000002,7,1.1,0.0,0.0,0,1,0,0.0
2006-01-05 00:30:00,0.0,0,0,0,0,7.2,56.41,164.65,4,1.2000000000000002,0.0,0.0,0,1,0,0.0
2006-01-05 01:00:00,0.0,0,0,0,0,7.4,52.86,161.12,3,1.2000000000000002,0.0,0.0,1,1,0,0.0
2006-01-05 01:30:00,0.0,0,0,0,0,7.800000000000001,51.44,156.31,1,1.3,0.0,0.0,1,1,0,0.0
2006-01-05 02:00:00,0.0,0,0,0,0,8.200000000000001,47.35,150.88,4,1.3,0.0,0.0,2,1,0,0.0
2006-01-05 02:30:00,0.0,0,0,0,0,7.800000000000001,48.65,145.13,0,1.2000000000000002,0.0,0.0,2,1,0,0.0
2006-01-05 03:00:00,0.0,0,0,0,0,7.4,50.63,139.21,0,1.2000000000000002,0.0,0.0,3,1,0,0.0
2006-01-05 03:30:00,0.0,0,0,0,0,6.9,52.39,133.22,1,1.2000000000000002,0.0,0.0,3,1,0,0.0
2006-01-05 04:00:00,0.0,0,0,0,0,6.4,56.66,127.21,4,1.2000000000000002,0.0,0.0,4,1,0,0.0
2006-01-05 04:30:00,0.0,0,0,0,0,6.1000000000000005,57.84,121.22,0,1.2000000000000002,0.0,0.0,4,1,0,0.0
2006-01-05 05:00:00,0.0,0,0,0,0,5.800000000000001,62.120000000000005,115.27,0,1.2000000000000002,0.0,0.0,5,1,0,0.0
2006-01-05 05:30:00,0.0,0,0,0,0,6.0,61.27,109.39,4,1.2000000000000002,0.0,0.0,5,1,0,0.0
2006-01-05 06:00:00,0.0,0,0,0,0,6.1000000000000005,62.15,103.62,0,1.2000000000000002,0.0,0.0,6,1,0,0.0
2006-01-05 06:30:00,0.0,0,0,0,0,6.6000000000000005,60.05,97.98,1,1.2000000000000002,5.25,5.25,6,1,0,0.0
